## htsjdk.samtools.metrics.StringHeader
# CollectWgsMetrics  --INPUT 043F15.recal.bam --OUTPUT collect_wgs_metrics/043F15-recal.txt --REFERENCE_SEQUENCE hg19/ucsc.hg19.fasta  --MINIMUM_MAPPING_QUALITY 20 --MINIMUM_BASE_QUALITY 20 --COVERAGE_CAP 250 --LOCUS_ACCUMULATION_CAP 100000 --STOP_AFTER -1 --INCLUDE_BQ_HISTOGRAM false --COUNT_UNPAIRED false --SAMPLE_SIZE 10000 --ALLELE_FRACTION 0.001 --ALLELE_FRACTION 0.005 --ALLELE_FRACTION 0.01 --ALLELE_FRACTION 0.02 --ALLELE_FRACTION 0.05 --ALLELE_FRACTION 0.1 --ALLELE_FRACTION 0.2 --ALLELE_FRACTION 0.3 --ALLELE_FRACTION 0.5 --USE_FAST_ALGORITHM false --READ_LENGTH 150 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Sat Apr 06 14:38:03 CDT 2019

## METRICS CLASS	picard.analysis.CollectWgsMetrics$WgsMetrics
GENOME_TERRITORY	MEAN_COVERAGE	SD_COVERAGE	MEDIAN_COVERAGE	MAD_COVERAGE	PCT_EXC_MAPQ	PCT_EXC_DUPE	PCT_EXC_UNPAIRED	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_CAPPED	PCT_EXC_TOTAL	PCT_1X	PCT_5X	PCT_10X	PCT_15X	PCT_20X	PCT_25X	PCT_30X	PCT_40X	PCT_50X	PCT_60X	PCT_70X	PCT_80X	PCT_90X	PCT_100X	HET_SNP_SENSITIVITY	HET_SNP_Q
2897310462	33.490923	10.742871	34	4	0.048846	0.185725	0.000391	0.015245	0.084702	0.009565	0.344476	0.970407	0.966573	0.96342	0.959546	0.950958	0.909025	0.755787	0.205208	0.015897	0.00409	0.002988	0.002312	0.001896	0.001605	0.96747	15

## HISTOGRAM	java.lang.Integer
coverage	high_quality_coverage_count
0	85740631
1	4150123
2	2713921
3	2246231
4	1997280
5	1872283
6	1814199
7	1790156
8	1807211
9	1850290
10	1933231
11	2041353
12	2200216
13	2395551
14	2653801
15	3031070
16	3591368
17	4470492
18	5840882
19	7948361
20	11143424
21	15746142
22	22174148
23	30747072
24	41684093
25	55047904
26	70622591
27	87887088
28	106119494
29	124299204
30	141258908
31	155965380
32	167302817
33	174608322
34	177282225
35	175314853
36	168909478
37	158693827
38	145515143
39	130347014
40	114128109
41	97742336
42	81909561
43	67229162
44	54068573
45	42641011
46	33004299
47	25121687
48	18797890
49	13851111
50	10074799
51	7248728
52	5165480
53	3657492
54	2590195
55	1841265
56	1329905
57	977749
58	741394
59	581837
60	476944
61	408643
62	360350
63	327718
64	303758
65	287538
66	273068
67	261030
68	251675
69	242846
70	233003
71	226526
72	217919
73	210232
74	202358
75	192141
76	182302
77	173343
78	164140
79	156034
80	147374
81	140157
82	133835
83	126569
84	121198
85	115861
86	111040
87	106847
88	103051
89	99789
90	96114
91	92982
92	89798
93	86984
94	84685
95	82742
96	79681
97	77987
98	76683
99	75141
100	73484
101	71319
102	70288
103	67980
104	66246
105	65265
106	64614
107	63508
108	63189
109	62090
110	61056
111	60520
112	59226
113	58940
114	58521
115	57685
116	57308
117	56316
118	55839
119	55397
120	54128
121	54003
122	53629
123	52897
124	51647
125	51155
126	50124
127	49660
128	48973
129	48005
130	47231
131	46626
132	45666
133	44584
134	43731
135	42399
136	41051
137	40335
138	39014
139	38119
140	37188
141	35825
142	35262
143	34146
144	33358
145	32347
146	31419
147	30708
148	29606
149	28974
150	28104
151	27675
152	27291
153	26643
154	25945
155	25502
156	24953
157	24752
158	24334
159	23642
160	23969
161	23333
162	23141
163	22849
164	22386
165	22410
166	22477
167	21761
168	21645
169	21475
170	21371
171	21113
172	20755
173	20672
174	20215
175	19730
176	19421
177	19212
178	18786
179	18824
180	18384
181	18144
182	18089
183	17479
184	17452
185	17283
186	16534
187	16165
188	15621
189	15332
190	14950
191	14486
192	14396
193	13837
194	13399
195	13125
196	12724
197	12089
198	11800
199	11726
200	10986
201	10940
202	10808
203	10304
204	9806
205	9650
206	9225
207	9151
208	8949
209	8725
210	8405
211	8232
212	7909
213	7949
214	7533
215	7539
216	7445
217	7103
218	6893
219	6766
220	6710
221	6543
222	6501
223	6361
224	6241
225	6251
226	5924
227	5912
228	5836
229	5639
230	5558
231	5375
232	5261
233	5023
234	5196
235	4982
236	4842
237	4741
238	4728
239	4712
240	4571
241	4728
242	4572
243	4535
244	4639
245	4499
246	4367
247	4532
248	4571
249	4502
250	809844

